env	gen	block	dbh	pil
S3	C039	43	11.14	14
S3	C039	44	9.99	14.5
S3	C039	45	10.38	16
S3	C039	46	14.39	13
S3	C039	47	12.8	18.5
S3	C039	48	11.3	20
S3	C039	49	12.73	21.5
S3	C039	50	12.25	14
S3	C039	51	12.96	20
S3	C039	52	14.07	18
S3	C039	53	12.89	21
S3	C039	54	8.44	20
S3	C039	55	12.57	20.5
S3	C039	56	14.83	21
S3	C039	57	15.5	19
S3	C039	58	15.72	20.5
S3	C039	59	12.57	19.5
S3	C039	60	13.78	18
S3	C040	31	13.5	21
S3	C040	32	14.45	18
S3	C040	33	13.69	19.5
S3	C040	34	10.12	20
S3	C040	35	14.32	17.5
S3	C040	36	14.32	20.5
S3	C040	37	14.23	16.5
S3	C040	38	13.75	19.5
S3	C040	39	14.58	18
S3	C040	40	NA	NA
S3	C040	41	14.9	17.5
S3	C040	42	14.64	15.5
S3	C040	43	9.61	15.5
S3	C040	44	13.37	17.5
S3	C040	45	11.59	17
S3	C040	46	12.32	17
S3	C040	47	11.84	17.5
S3	C040	48	11.75	23
S3	C040	49	11.78	24
S3	C040	50	12.35	21
S3	C040	51	13.21	23.5
S3	C040	52	13.37	21
S3	C040	53	14.96	21.5
S3	C040	54	13.18	23
S3	C040	55	15.53	19.5
S3	C040	56	14.64	24
S3	C040	57	14.51	24
S3	C040	58	13.05	21.5
S3	C040	59	14.8	24
S3	C040	60	14.01	22
S3	C041	31	13.69	19
S3	C041	32	12.73	16.5
S3	C041	33	12.48	16.5
S3	C041	34	12.48	17.5
S3	C041	35	12.86	18.5
S3	C041	36	13.4	19.5
S3	C041	37	10.82	20
S3	C041	38	12.64	18
S3	C041	39	14.16	14.5
S3	C041	40	13.75	15.5
S3	C041	41	12.35	16
S3	C041	42	14.55	14
S3	C041	43	11.46	17
S3	C041	44	11.4	15.5
S3	C041	45	12.73	14.5
S3	C041	46	14.64	15
S3	C041	47	12.45	16.5
S3	C041	48	12.86	19
S3	C041	49	13.81	22
S3	C041	50	12.99	20.5
S3	C041	51	14.32	22
S3	C041	52	12.92	19
S3	C041	53	NA	NA
S3	C041	54	15.22	20
S3	C041	55	12.8	21
S3	C041	56	13.15	22
S3	C041	57	12.25	23
S3	C041	58	NA	NA
S3	C041	59	NA	NA
S3	C041	60	14.96	17.5
S3	C042	31	11.3	13.5
S3	C042	32	10.98	16.5
S3	C042	33	12.8	18
S3	C042	34	10.35	17
S3	C042	35	10.66	18
S3	C042	36	12	20
S3	C042	37	11.78	19.5
S3	C042	38	13.27	17.5
S3	C042	39	6.84	18
S3	C042	40	10.35	15.5
S3	C042	41	12.64	15
S3	C042	42	11.36	13.5
S3	C042	43	9.96	14.5
S3	C042	44	8.59	17
S3	C042	45	8.91	14
S3	C042	46	11.52	15
S3	C042	47	NA	NA
S3	C042	48	10.22	19
S3	C042	49	NA	NA
S3	C042	50	10.57	18.5
S3	C042	51	12.48	19.5
S3	C042	52	10.95	20.5
S3	C042	53	11.62	23.5
S3	C042	54	12.25	20
S3	C042	55	NA	NA
S3	C042	56	11.68	23
S3	C043	31	14.77	22
S3	C043	32	14.01	21
S3	C043	33	15.12	21
S3	C043	34	12.03	18.5
S3	C043	35	15.76	19
S3	C043	36	15.12	21.5
S3	C043	37	14.96	20
S3	C043	38	14.71	18.5
S3	C043	39	15.82	20
S3	C043	40	16.14	19.5
S3	C043	41	15.02	18
S3	C043	42	15.76	16.5
S3	C043	43	10.5	18
S3	C043	44	10.7	18
S3	C043	45	11.71	17.5
S3	C043	46	13.37	20
S3	C043	47	12.54	23
S3	C043	48	14.04	23.5
S3	C043	49	14.32	23.5
S3	C043	50	15.92	22.5
S3	C043	51	12.1	24.5
S3	C043	52	16.07	24
S3	C043	53	13.59	25
S3	C043	54	14.64	25
S3	C043	55	14.8	22
S3	C043	56	15.28	25.5
S3	C043	57	15.92	25
S3	C043	58	16.93	24
S3	C043	59	15.22	24
S3	C043	60	7.32	18.5
S3	C044	31	14.58	18
S3	C044	32	12.32	23
S3	C044	33	14.93	20
S3	C044	34	14.26	22
S3	C044	35	12.73	21.5
S3	C044	36	14.2	23.5
S3	C044	37	15.12	23
S3	C044	38	13.91	20
S3	C044	39	14.39	18.5
S3	C044	40	14.55	20
S3	C044	41	14.87	18.5
S3	C044	42	14.42	18
S3	C044	43	11.94	19
S3	C044	44	12.1	18
S3	C044	45	13.08	20.5
S3	C044	46	12.8	18
S3	C044	47	11.81	24.5
S3	C044	48	13.56	24.5
S3	C044	49	14.36	22
S3	C044	50	NA	NA
S3	C044	51	16.01	23.5
S3	C044	52	15.28	23.5
S3	C044	53	13.75	24.5
S3	C044	54	8.75	25
S3	C044	55	14.32	22
S3	C044	56	13.69	26.5
S3	C044	57	15.22	25.5
S3	C044	58	15.02	24.5
S3	C044	59	NA	NA
S3	C044	60	11.94	27
S3	C045	31	11.62	18.5
S3	C045	32	12.1	19.5
S3	C045	33	11.62	19.5
S3	C045	34	14.8	15
S3	C045	35	13.05	19
S3	C045	36	8.79	20.5
S3	C045	37	12.1	21
S3	C045	38	13.37	16.5
S3	C045	39	13.75	17
S3	C045	40	12.22	17.5
S3	C045	41	14.55	15.5
S3	C045	42	13.81	15.5
S3	C045	43	9.93	17
S3	C045	44	10.76	15.5
S3	C045	45	11.05	16
S3	C045	46	12.64	16.5
S3	C045	47	10.66	22
S3	C045	48	11.62	21
S3	C045	49	13.37	22.5
S3	C045	50	13.21	21.5
S3	C045	51	13.53	20
S3	C045	52	11.78	21
S3	C045	53	12.41	22
S3	C045	54	13.85	21
S3	C045	55	12.73	23
S3	C045	56	15.6	19
S3	C045	57	14.58	21.5
S3	C045	58	12.96	23
S3	C045	59	14.16	23
S3	C045	60	10.76	23
S3	C046	31	11.62	21
S3	C046	32	12.99	23
S3	C046	33	13.43	19.5
S3	C046	34	12.99	21
S3	C046	35	14.26	22
S3	C046	36	11.46	20.5
S3	C046	37	11.94	21.5
S3	C046	38	11.05	21.5
S3	C046	39	12.73	20.5
S3	C046	40	13.75	22.5
S3	C046	41	NA	NA
S3	C046	42	12.64	21.5
S3	C046	43	10.92	21.5
S3	C046	44	14.01	20.5
S3	C046	45	14.8	17.5
S3	C046	46	13.69	15.5
S3	C046	47	14.32	19.5
S3	C046	48	12.41	15
S3	C046	49	14.39	20
S3	C046	50	13.69	18.5
S3	C046	51	13.11	20.5
S3	C046	52	12.92	20
S3	C046	53	16.3	14
S3	C046	54	17.19	13.5
S3	C046	55	NA	NA
S3	C046	56	12.8	18.5
S3	C046	57	15.34	16
S3	C046	58	8.12	18
S3	C046	59	13.69	16.5
S3	C046	60	14.96	16
S3	C047	31	14.55	19
S3	C047	32	10.41	18
S3	C047	33	13.37	20.5
S3	C047	34	13.21	19.5
S3	C047	35	11.24	16
S3	C047	36	11.68	23
S3	C047	37	12.1	16
S3	C047	38	10.09	19
S3	C047	39	13.91	18
S3	C047	40	13.11	15
S3	C047	41	14.01	15.5
S3	C047	42	14.93	18
S3	C047	43	12.16	17.5
S3	C047	44	12.25	16.5
S3	C047	45	12.96	16.5
S3	C047	46	12.8	18
S3	C047	47	12.48	21
S3	C047	48	12.25	19.5
S3	C047	49	13.18	22.5
S3	C047	50	12.89	23
S3	C047	51	13.37	22
S3	C047	52	13.05	23
S3	C047	53	12.92	23
S3	C047	54	13.24	21
S3	C047	55	13.31	23.5
S3	C047	56	14.8	24.5
S3	C047	57	14.2	25
S3	C047	58	14.45	23
S3	C047	59	12.48	24.5
S3	C047	60	14.67	20.5
S3	C048	31	15.22	13
S3	C048	32	13.5	14
S3	C048	33	13.53	13.5
S3	C048	34	15.02	12.5
S3	C048	35	11.65	14
S3	C048	36	15.5	13.5
S3	C048	37	13.53	16.5
S3	C048	38	NA	NA
S3	C048	39	NA	NA
S3	C048	40	12.54	14
S3	C048	41	14.96	12
S3	C048	42	12.86	13.5
S3	C048	43	6.75	12
S3	C048	44	12.48	12.5
S3	C048	45	12.64	12
S3	C048	46	12.25	13
S3	C048	47	11.01	17.5
S3	C048	48	11.62	12.5
S3	C048	49	14.07	16
S3	C048	50	10.63	17
S3	C048	51	14.36	15.5
S3	C048	52	13.37	15.5
S3	C048	53	13.21	15.5
S3	C048	54	12.25	17
S3	C048	55	13.46	15.5
S3	C048	56	NA	NA
S3	C048	57	12.16	18.5
S3	C048	58	NA	NA
S3	C048	59	11.14	17
S3	C048	60	5.28	21.5
S3	C049	31	15.22	22
S3	C049	32	13.31	23
S3	C049	33	10.82	23
S3	C049	34	11.94	24
S3	C049	35	11.71	24.5
S3	C049	36	13.53	22.5
S3	C049	37	13.43	22
S3	C049	38	13.56	24
S3	C049	39	12.41	24.5
S3	C049	40	10.82	25.5
S3	C049	41	14.48	23
S3	C049	42	12.73	22.5
S3	C049	43	13.62	21
S3	C049	44	12.73	23.5
S3	C049	45	11.46	24.5
S3	C049	46	14.01	22.5
S3	C049	47	13.24	24
S3	C049	48	13.37	21.5
S3	C049	49	12.03	23.5
S3	C049	50	13.05	23
S3	C049	51	12.1	21.5
S3	C049	52	11.84	24
S3	C049	53	12.41	19
S3	C049	54	15.18	15
S3	C049	55	14.64	19.5
S3	C049	56	14.93	19
S3	C049	57	14.16	17
S3	C049	58	13.69	18
S3	C049	59	15.44	17
S3	C049	60	13.34	19.5
S3	C050	31	12.8	21.5
S3	C050	32	16.52	20
S3	C050	33	16.87	20
S3	C050	34	15.76	19
S3	C050	35	16.11	20
S3	C050	36	16.77	19.5
S3	C050	37	14.45	21
S3	C050	38	14.96	19
S3	C050	39	14.16	21
S3	C050	40	14.8	19
S3	C050	41	16.39	21
S3	C050	42	15.72	19
S3	C050	43	14.16	19
S3	C050	44	15.53	20
S3	C050	45	10.57	19
S3	C050	46	14.45	18.5
S3	C050	47	15.95	21
S3	C050	48	12.13	20
S3	C050	49	15.92	18.5
S3	C050	50	16.23	18.5
S3	C050	51	14.77	20
S3	C050	52	16.04	19
S3	C050	53	17.06	12
S3	C050	54	14.64	13.5
S3	C050	55	18.14	17.5
S3	C050	56	NA	NA
S3	C050	57	15.53	18
S3	C050	58	10.5	16
S3	C050	59	16.2	15.5
S3	C050	60	17.92	14.5
S3	C051	31	12.19	24.5
S3	C051	32	11.78	25
S3	C051	33	3.72	18.5
S3	C051	34	12.51	24
S3	C051	35	12.73	25.5
S3	C051	36	12.73	25.5
S3	C051	37	11.94	23.5
S3	C051	38	10.76	26
S3	C051	39	13.21	24.5
S3	C051	40	14.07	24.5
S3	C051	41	13.37	24.5
S3	C051	42	13.08	21.5
S3	C051	43	13.18	24.5
S3	C051	44	11.49	24
S3	C051	45	NA	NA
S3	C051	46	13.59	21
S3	C051	47	10.92	25.5
S3	C051	48	12.57	20.5
S3	C051	49	11.94	24.5
S3	C051	50	12.73	25.5
S3	C051	51	12.73	23.5
S3	C051	52	13.27	24
S3	C051	53	14.83	18.5
S3	C051	54	NA	NA
S3	C051	55	14.32	23
S3	C051	56	13.5	21.5
S3	C051	57	11.62	23.5
S3	C051	58	NA	NA
S3	C051	59	14.32	19.5
S3	C051	60	13.43	18.5
S3	C052	31	12.06	22.5
S3	C052	32	12.19	25
S3	C052	33	12.83	21
S3	C052	34	12.99	21
S3	C052	35	11.46	23
S3	C052	36	13.46	22.5
S3	C052	37	7.86	23
S3	C052	38	11.46	22.5
S3	C052	39	13.53	21.5
S3	C052	40	12.41	23
S3	C052	41	8.85	23
S3	C052	42	10.38	22.5
S3	C052	43	12.41	22.5
S3	C052	44	13.53	20.5
S3	C052	45	12.96	19.5
S3	C052	46	11.2	22.5
S3	C052	47	10.66	23.5
S3	C052	48	10.31	24
S3	C052	49	10.22	24
S3	C052	50	13.85	20
S3	C052	51	13.21	21.5
S3	C052	52	12.57	20
S3	C052	53	NA	NA
S3	C052	54	14.07	14.5
S3	C052	55	9.8	18.5
S3	C052	56	12.57	20.5
S3	C052	57	11.17	18.5
S3	C052	58	11.94	18.5
S3	C052	59	10.92	17.5
S3	C052	60	12.16	19
S3	C053	31	7.32	12
S3	C053	32	13.37	21
S3	C053	33	13.53	21.5
S3	C053	34	12.86	21
S3	C053	35	NA	NA
S3	C053	36	7.64	19
S3	C053	37	14.67	20
S3	C053	38	11.55	23
S3	C053	39	NA	NA
S3	C053	40	10.19	21
S3	C053	41	14.64	21
S3	C053	42	12.67	18.5
S3	C053	43	12.13	22
S3	C053	44	12.73	18.5
S3	C053	45	13.56	21
S3	C053	46	12.16	22
S3	C053	47	13.75	19
S3	C053	48	10.98	21
S3	C053	49	11.62	18.5
S3	C053	50	11.43	21
S3	C053	51	13.05	19
S3	C053	52	11.46	20.5
S3	C053	53	14.96	14
S3	C053	54	15.15	12.5
S3	C053	55	12.89	15.5
S3	C053	56	13.97	18.5
S3	C053	57	13.4	17.5
S3	C053	58	13.21	19
S3	C053	59	12.57	17
S3	C053	60	14.16	14.5
S3	C054	31	12.25	19.5
S3	C054	32	10.5	20
S3	C054	33	13.15	19.5
S3	C054	34	13.21	19.5
S3	C054	35	11.46	19
S3	C054	36	15.12	17
S3	C054	37	12.54	18.5
S3	C054	38	14.77	18.5
S3	C054	39	13.02	19
S3	C054	40	14.55	18.5
S3	C054	41	14.77	18
S3	C054	42	14.32	18.5
S3	C054	43	14.32	18.5
S3	C054	44	15.69	18.5
S3	C054	45	14.01	19.5
S3	C054	46	14.96	18.5
S3	C054	47	14.8	18
S3	C054	48	14.26	17.5
S3	C054	49	14.32	18
S3	C054	50	13.05	18
S3	C054	51	15.44	18
S3	C054	52	15.02	16.5
S3	C054	53	17.19	14.5
S3	C054	54	15.28	14.5
S3	C054	55	17.35	14.5
S3	C054	56	14.01	16
S3	C054	57	14.48	16.5
S3	C054	58	16.39	12.5
S3	C054	59	12.96	14.5
S3	C054	60	14.8	15.5
S3	C055	31	13.05	17
S3	C055	32	12.16	19.5
S3	C055	33	12.25	18
S3	C055	34	12.16	18.5
S3	C055	35	12.25	17
S3	C055	36	12.25	17
S3	C055	37	11.84	17.5
S3	C055	38	12.8	19
S3	C055	39	7	20
S3	C055	40	9.87	18.5
S3	C055	41	8.94	20.5
S3	C055	42	11.01	19
S3	C055	43	12.64	17.5
S3	C055	44	12.1	19
S3	C055	45	13.43	17
S3	C055	46	13.05	19
S3	C055	47	11.84	17
S3	C055	48	11.4	19
S3	C055	49	11.62	17
S3	C055	50	15.12	17
S3	C055	51	12.89	17.5
S3	C055	52	14.96	17
S3	C055	53	13.85	15
S3	C055	54	15.02	13.5
S3	C055	55	12.16	16
S3	C055	56	11.01	18
S3	C055	57	12.73	15
S3	C055	58	13.69	17
S3	C055	59	14.45	12.5
S3	C056	31	11.84	20.5
S3	C056	32	12.61	18.5
S3	C056	33	11.62	20
S3	C056	34	12.57	18
S3	C056	35	13.21	19
S3	C056	36	12.41	20
S3	C056	37	12.41	19.5
S3	C056	38	10.98	20
S3	C056	39	8.98	20.5
S3	C056	40	11.62	20
S3	C056	41	13.59	18
S3	C056	42	13.11	17.5
S3	C056	43	10.76	20.5
S3	C056	44	13.05	19.5
S3	C056	45	12	22.5
S3	C056	46	12.8	17
S3	C056	47	NA	NA
S3	C056	48	12.64	17.5
S3	C056	49	11.2	18.5
S3	C056	50	13.05	20
S3	C056	51	11.4	20
S3	C056	52	8.69	21.5
S3	C056	53	14.48	13.5
S3	C056	54	16.74	10.5
S3	C056	55	13.85	13
S3	C056	56	12.19	21
S3	C056	57	15.28	14
S3	C056	58	12.89	15.5
S3	C056	59	12.8	14.5
S3	C056	60	13.27	14.5
S3	C057	31	10.22	28
S3	C057	32	13.34	25
S3	C057	33	12.13	26
S3	C057	34	12.48	25
S3	C057	35	11.94	25
S3	C057	36	NA	NA
S3	C057	37	12.25	25.5
S3	C057	38	12.96	24.5
S3	C057	39	13.91	25.5
S3	C057	40	10.19	25
S3	C057	41	15.06	24.5
S3	C057	42	13.72	24.5
S3	C057	43	13.31	25.5
S3	C057	44	13.46	25
S3	C057	45	12.86	25.5
S3	C057	46	10.89	24.5
S3	C057	47	8.28	28.5
S3	C057	48	13.46	25.5
S3	C057	49	12.73	24
S3	C057	50	13.53	24
S3	C057	51	12.57	26
S3	C057	52	13.46	23
S3	C057	53	12.1	20
S3	C057	54	NA	NA
S3	C057	55	11.4	18.5
S3	C057	56	10.76	20
S3	C057	57	16.23	21.5
S3	C057	58	14.71	23.5
S3	C057	59	10.38	15
S3	C057	60	15.18	19
S3	C058	31	10.09	23.5
S3	C058	32	8.28	23.5
S3	C058	33	10.31	21.5
S3	C058	34	NA	NA
S3	C058	35	NA	NA
S3	C058	36	11.14	25
S3	C058	37	11.84	20.5
S3	C058	38	12.73	24.5
S3	C058	39	11.94	23.5
S3	C058	40	11.94	21.5
S3	C058	41	NA	NA
S3	C058	42	8.28	25
S3	C058	43	10.03	26
S3	C058	44	11.14	24.5
S3	C058	45	10.66	23.5
S3	C058	46	10.44	25
S3	C058	47	11.62	24
S3	C058	48	11.62	22.5
S3	C058	49	10.25	24
S3	C058	50	10.5	24.5
S3	C058	51	11.78	21.5
S3	C058	52	11.68	22
S3	C058	53	14.01	14
S3	C058	54	14.87	15
S3	C058	55	14.01	15
S3	C058	56	9.23	22
S3	C058	57	11.05	20
S3	C058	58	12.92	21.5
S3	C058	59	11.59	19.5
S3	C058	60	13.08	17
S3	C059	31	NA	NA
S3	C059	32	11.84	19.5
S3	C059	33	14.32	19
S3	C059	34	10.76	19.5
S3	C059	35	10.5	20
S3	C059	36	9.96	20.5
S3	C059	37	11.78	20.5
S3	C059	38	12.89	18.5
S3	C059	39	11.52	21.5
S3	C059	40	12.8	20
S3	C059	41	13.66	18.5
S3	C059	42	14.01	19
S3	C059	43	11.9	19.5
S3	C059	44	11.01	21
S3	C059	45	12.73	22
S3	C059	46	9.64	20.5
S3	C059	47	13.05	20
S3	C059	48	11.3	18.5
S3	C059	49	12.29	18
S3	C059	50	11.94	17.5
S3	C059	51	11.52	21
S3	C059	52	8.59	21.5
S3	C059	53	13.05	15.5
S3	C059	54	13.75	15
S3	C059	55	15.28	16
S3	C059	56	13.72	18
S3	C059	57	12.45	15
S3	C059	58	12.89	15
S3	C059	59	11.68	17
S3	C059	60	11.52	15.5
S3	C060	31	13.34	21.5
S3	C060	32	14.07	22.5
S3	C060	33	5.09	18
S3	C060	34	13.53	21
S3	C060	35	14.01	20.5
S3	C060	36	13.37	21.5
S3	C060	37	12.92	21
S3	C060	38	11.14	23
S3	C060	39	8.91	24.5
S3	C060	40	14.01	21
S3	C060	41	13.69	19.5
S3	C060	42	12.92	22
S3	C060	43	10.25	21
S3	C060	44	14.8	18
S3	C060	45	10.85	19.5
S3	C060	46	11.14	20
S3	C060	47	NA	NA
S3	C060	48	11.78	20
S3	C060	49	14.55	20
S3	C060	50	12.1	22
S3	C060	51	14.01	18.5
S3	C060	52	15.72	18.5
S3	C060	53	NA	NA
S3	C060	54	NA	NA
S3	C060	55	13.18	16.5
S3	C060	56	14.48	17
S3	C060	57	NA	NA
S3	C060	58	14.61	17.5
S3	C060	59	14.96	17
S3	C060	60	14.74	16
S3	C061	31	12.35	20.5
S3	C061	32	14.8	19
S3	C061	33	14.36	20
S3	C061	34	11.14	21.5
S3	C061	35	13.66	21
S3	C061	36	11.87	20
S3	C061	37	13.37	18.5
S3	C061	38	13.43	20
S3	C061	39	8.79	18
S3	C061	40	5.57	18.5
S3	C061	41	14.51	19.5
S3	C061	42	13.27	17
S3	C061	43	15.28	18
S3	C061	44	NA	NA
S3	C061	45	14.39	19.5
S3	C061	46	14.48	20
S3	C061	47	13.37	18
S3	C061	48	11.33	19
S3	C061	49	NA	NA
S3	C061	50	13.66	18
S3	C061	51	NA	NA
S3	C061	52	14.48	19
S3	C061	53	NA	NA
S3	C061	54	14.32	11.5
S3	C061	55	14.42	16.5
S3	C061	56	13.85	17
S3	C061	57	14.96	17
S3	C061	58	14.96	13.5
S3	C061	59	13.53	17
S3	C061	60	13.85	15.5
S3	C062	31	11.3	23
S3	C062	32	7.96	21.5
S3	C062	33	10.63	24.5
S3	C062	34	10.38	23.5
S3	C062	35	12.22	23
S3	C062	36	12.41	22.5
S3	C062	37	NA	NA
S3	C062	38	5.25	17
S3	C062	39	7.96	23
S3	C062	40	11.59	23.5
S3	C062	41	13.69	22
S3	C062	42	11.24	24
S3	C062	43	10.38	21.5
S3	C062	44	12.64	21
S3	C062	45	9.39	24.5
S3	C062	46	10.66	23
S3	C062	47	11.78	19.5
S3	C062	48	11.14	21.5
S3	C062	49	11.43	22.5
S3	C062	50	11.62	19.5
S3	C062	51	11.14	22.5
S3	C062	52	11.46	23.5
S3	C062	53	NA	NA
S3	C062	54	14.96	14
S3	C062	55	15.34	13.5
S3	C062	56	11.62	19
S3	C062	57	13.18	17
S3	C062	58	11.78	18
S3	C062	59	12.29	12
S3	C062	60	12.86	17
S3	C063	31	11.9	15
S3	C063	32	11.17	15
S3	C063	33	11.01	14
S3	C063	34	12.1	16
S3	C063	35	8.94	14.5
S3	C063	36	NA	NA
S3	C063	37	9.71	16.5
S3	C063	38	11.14	13
S3	C063	39	13.05	15
S3	C063	40	10.57	15
S3	C063	41	12.48	14
S3	C063	42	11.14	13.5
S3	C063	43	10.03	13.5
S3	C063	44	7.73	13.5
S3	C063	45	9.68	14.5
S3	C063	46	8.98	15
S3	C063	47	7.32	13
S3	C063	48	10.82	17
S3	C063	49	9.55	18
S3	C063	50	10.82	17.5
S3	C063	51	9.96	19.5
S3	C063	52	10.98	16.5
S3	C063	53	12.57	18.5
S3	C064	31	11.08	20.5
S3	C064	32	NA	NA
S3	C064	33	8.28	21.5
S3	C064	34	14.55	18
S3	C064	35	13.31	19
S3	C064	36	13.59	19
S3	C064	37	7.23	14.5
S3	C064	38	10.5	20
S3	C064	39	13.75	20
S3	C064	40	12.64	20
S3	C064	41	13.56	18.5
S3	C064	42	12.83	18.5
S3	C064	43	13.37	18.5
S3	C064	44	NA	NA
S3	C064	45	10.82	17
S3	C064	46	10.44	16.5
S3	C064	47	12.16	18.5
S3	C064	48	12.03	17
S3	C064	49	NA	NA
S3	C064	50	12.92	19
S3	C064	51	12.41	17.5
S3	C064	52	12.73	17
S3	C064	53	15.92	12
S3	C064	54	NA	NA
S3	C064	55	15.79	12.5
S3	C064	56	11.9	16.5
S3	C064	57	14.01	16
S3	C064	58	7.61	19.5
S3	C064	59	13.05	14.5
S3	C064	60	13.75	9.5
S3	C065	31	11.78	23.5
S3	C065	32	12.73	23.5
S3	C065	33	10.89	25.5
S3	C065	34	14.87	23
S3	C065	35	NA	NA
S3	C065	36	8.12	24
S3	C065	37	13.21	22.5
S3	C065	38	13.53	21.5
S3	C065	39	14.64	22.5
S3	C065	40	14.1	23
S3	C065	41	12.8	24.5
S3	C065	42	12.67	24.5
S3	C065	43	12.73	22.5
S3	C065	44	13.94	22
S3	C065	45	13.37	20.5
S3	C065	46	14.39	23.5
S3	C065	47	NA	NA
S3	C065	48	12.99	23.5
S3	C065	49	13.62	23
S3	C065	50	13.4	22
S3	C065	51	14.32	21
S3	C065	52	13.53	23
S3	C065	53	16.71	18.5
S3	C065	54	14.71	16
S3	C065	55	16.11	16.5
S3	C065	56	16.97	17.5
S3	C065	57	14.07	16.5
S3	C065	58	14.74	17.5
S3	C065	59	NA	NA
S3	C065	60	13.05	18
S3	C066	31	7	20
S3	C066	32	13.53	17.5
S3	C066	33	13.46	18.5
S3	C066	34	13.24	18.5
S3	C066	35	11.46	19
S3	C066	36	12.89	20.5
S3	C066	37	12.67	18
S3	C066	38	NA	NA
S3	C066	39	10.19	19
S3	C066	40	13.53	19
S3	C066	41	13.37	18
S3	C066	42	13.75	18
S3	C066	43	13.05	20
S3	C066	44	11.78	19
S3	C066	45	14.39	17.5
S3	C066	46	13.69	20
S3	C066	47	12.73	19
S3	C066	48	11.46	19.5
S3	C066	49	14.01	18.5
S3	C066	50	14.8	20
S3	C066	51	12.35	17.5
S3	C066	52	13.05	20
S3	C066	53	11.36	13.5
S3	C066	54	14.83	12
S3	C066	55	15.92	15
S3	C066	56	14.64	16
S3	C066	57	14.99	18
S3	C066	58	11.3	14
S3	C066	59	13.59	14.5
S3	C066	60	14.55	15.5
S3	C067	31	11.17	17.5
S3	C067	32	13.18	18.5
S3	C067	33	12.7	18
S3	C067	34	12.41	17
S3	C067	35	10.66	18
S3	C067	36	13.69	17.5
S3	C067	37	12.73	17
S3	C067	38	12.73	17
S3	C067	39	7.16	18.5
S3	C067	40	NA	NA
S3	C067	41	14.32	16.5
S3	C067	42	12.57	17
S3	C067	43	13.62	16.5
S3	C067	44	NA	NA
S3	C067	45	12.57	16.5
S3	C067	46	11.52	18
S3	C067	47	11.68	17
S3	C067	48	13.4	16
S3	C067	49	9.99	18
S3	C067	50	7.96	17
S3	C067	51	14.32	16
S3	C067	52	12.19	17.5
S3	C067	53	15.18	12.5
S3	C067	54	14.87	10
S3	C067	55	15.44	14.5
S3	C067	56	13.66	13.5
S3	C067	57	14.96	15
S3	C067	58	14.01	14.5
S3	C067	59	14.71	12
S3	C067	60	14.01	14
S3	C068	31	8.85	25
S3	C068	32	5.03	18
S3	C068	33	11.94	26
S3	C068	34	9.87	26
S3	C068	35	NA	NA
S3	C068	36	10.82	25
S3	C068	37	10.82	24.5
S3	C068	38	10.98	24
S3	C068	39	8.91	24.5
S3	C068	40	11.71	23
S3	C068	41	12.32	24
S3	C068	42	9.61	25
S3	C068	43	9.58	23.5
S3	C068	44	13.53	23
S3	C068	45	13.21	21
S3	C068	46	10.47	25
S3	C068	47	10.44	23.5
S3	C068	48	7.48	21.5
S3	C068	49	10.38	21
S3	C068	50	8.34	24
S3	C068	51	10.38	23
S3	C068	52	10.6	24.5
S3	C068	53	NA	NA
S3	C068	54	16.23	14.5
S3	C068	55	11.9	18
S3	C068	56	10.47	24.5
S3	C068	57	NA	NA
S3	C068	58	12.41	20.5
S3	C068	59	12.03	18.5
S3	C068	60	11.62	20
S3	C069	31	12.73	22.5
S3	C069	32	12.25	23.5
S3	C069	33	13.08	22.5
S3	C069	34	12.03	24.5
S3	C069	35	11.52	25.5
S3	C069	36	11.14	24.5
S3	C069	37	13.11	22
S3	C069	38	13.21	22.5
S3	C069	39	12.61	23
S3	C069	40	10.28	23.5
S3	C069	41	NA	NA
S3	C069	42	NA	NA
S3	C069	43	13.69	22.5
S3	C069	44	13.18	21.5
S3	C069	45	9.55	23.5
S3	C069	46	13.05	20.5
S3	C069	47	13.81	21.5
S3	C069	48	12.16	23
S3	C069	49	13.27	23
S3	C069	50	12.8	21.5
S3	C069	51	13.37	19.5
S3	C069	52	10.95	24
S3	C069	53	NA	NA
S3	C069	54	13.15	13.5
S3	C069	55	12.73	16
S3	C069	56	12.25	20
S3	C069	57	13.72	17
S3	C069	58	NA	NA
S3	C069	59	12.89	18.5
S3	C069	60	10.82	19.5
S3	C070	31	12.99	18.5
S3	C070	32	15.53	16
S3	C070	33	13.75	17
S3	C070	34	13.85	17.5
S3	C070	35	14.39	18
S3	C070	36	8.53	20
S3	C070	37	14.26	17.5
S3	C070	38	16.3	17
S3	C070	39	14.39	17.5
S3	C070	40	16.23	17
S3	C070	41	15.34	17
S3	C070	42	13.43	17.5
S3	C070	43	13.37	18
S3	C070	44	NA	NA
S3	C070	45	14.8	15.5
S3	C070	46	15.53	17.5
S3	C070	47	16.49	16
S3	C070	48	14.39	16.5
S3	C070	49	12.48	16
S3	C070	50	15.92	17.5
S3	C070	51	13.88	16.5
S3	C070	52	15.12	16.5
S3	C070	53	17.03	11.5
S3	C070	54	17.09	11
S3	C070	55	16.77	13.5
S3	C070	56	17.09	14.5
S3	C070	57	NA	NA
S3	C070	58	16.55	15.5
S3	C070	59	14.29	13
S3	C070	60	15.44	12.5
S3	C071	31	5.35	18
S3	C071	32	NA	NA
S3	C071	33	10.73	26.5
