env	gen	block	dbh	pil
S1	C213	20	15.6	15
S1	C213	21	15	20
S1	C213	22	13.2	20
S1	C213	23	NA	NA
S1	C213	24	NA	NA
S1	C213	25	11.6	20
S1	C213	26	14.7	19
S1	C213	27	15.6	18
S1	C213	28	16.7	16
S1	C213	29	16.6	17
S1	C213	30	NA	NA
S1	C214	1	13.43	23
S1	C214	2	12.86	22.5
S1	C214	3	12.19	22
S1	C214	4	12.99	22
S1	C214	5	11.46	22
S1	C214	6	16.14	19
S1	C214	7	16.17	18.5
S1	C214	8	12.92	19.5
S1	C214	9	14.26	16
S1	C214	10	15.15	19
S1	C214	11	14.16	18.5
S1	C214	12	NA	NA
S1	C214	13	NA	NA
S1	C214	14	NA	NA
S1	C214	15	NA	NA
S1	C214	16	14.83	18
S1	C214	17	16.58	17.5
S1	C214	18	7.64	20.5
S1	C214	19	14.04	22
S1	C214	20	14.77	20.5
S1	C214	21	16.36	15.5
S1	C214	22	15.72	17.5
S1	C214	23	15.79	16.5
S1	C214	24	15.02	15
S1	C214	25	14.16	18.5
S1	C214	26	15.22	20.5
S1	C214	27	12.73	22.5
S1	C214	28	14.16	17
S1	C214	29	15.02	18
S1	C214	30	14.39	19
S1	C215	1	14.32	23
S1	C215	2	4.46	16.5
S1	C215	3	12.86	21
S1	C215	4	NA	NA
S1	C215	5	13.4	21.5
S1	C215	6	15.34	20.5
S1	C215	7	14.45	20.5
S1	C215	8	14.1	20.5
S1	C215	9	14.48	21.5
S1	C215	10	14.26	21.5
S1	C215	11	8.98	21
S1	C215	12	17.67	23
S1	C215	13	17.13	23
S1	C215	14	NA	NA
S1	C215	15	14.1	21
S1	C215	16	18.84	22
S1	C215	17	14.07	21.5
S1	C215	18	13.37	23.5
S1	C215	19	15.92	23
S1	C215	20	16.49	20
S1	C215	21	15.5	22
S1	C215	22	15.06	20.5
S1	C215	23	15.92	20.5
S1	C215	24	9.58	19.5
S1	C215	25	11.2	21
S1	C215	26	13.37	23
S1	C215	27	15.15	22.5
S1	C215	28	11.43	20.5
S1	C215	29	11.78	21.5
S1	C215	30	16.55	21
S2	C001	61	13.1	15
S2	C001	62	11.8	15
S2	C001	63	11.3	16
S2	C001	64	9.5	16
S2	C001	65	7.9	16
S2	C001	66	7.4	15
S2	C001	67	10.8	16
S2	C001	68	6.8	15
S2	C001	69	9.2	15
S2	C001	70	11.5	15
S2	C001	71	11.1	14
S2	C001	72	9.8	17
S2	C001	73	8.3	16
S2	C001	74	9.5	16
S2	C001	75	12.6	14
S2	C001	76	10.4	17
S2	C001	77	11.7	15
S2	C001	78	11.7	15
S2	C001	79	11.2	16
S2	C001	80	11.5	15
S2	C001	81	12.5	15
S2	C001	82	11.2	16
S2	C001	83	9	16
S2	C001	84	10.6	15
S2	C001	85	9.5	14
S2	C001	86	8.1	14
S2	C001	87	7.2	12
S2	C001	88	9.4	15
S2	C001	89	NA	NA
S2	C001	90	8.7	15
S2	C002	61	11.9	21
S2	C002	62	NA	NA
S2	C002	63	11.7	19
S2	C002	64	12.8	21
S2	C002	65	14.7	18
S2	C002	66	12.7	20
S2	C002	67	7.8	19
S2	C002	68	12	19
S2	C002	69	9.6	17
S2	C002	70	13.8	21
S2	C002	71	15.9	19
S2	C002	72	15	19
S2	C002	73	13.4	20
S2	C002	74	13.9	20
S2	C002	75	15.9	20
S2	C002	76	11.2	20
S2	C002	77	12.8	20
S2	C002	78	9.1	21
S2	C002	79	14.5	20
S2	C002	80	10.6	18
S2	C002	81	16	19
S2	C002	82	15.7	18
S2	C002	83	13.9	20
S2	C002	84	15.4	17
S2	C002	85	13.9	18
S2	C002	86	13.8	14
S2	C002	87	13.7	21
S2	C002	88	11.9	17
S2	C002	89	12	19
S2	C002	90	13.5	19
S2	C003	61	16.5	14
S2	C003	62	7.6	17
S2	C003	63	15.2	21
S2	C003	64	12.7	19.5
S2	C003	65	15.9	18
S2	C003	66	13.5	18.5
S2	C003	67	15.8	17.5
S2	C003	68	12.5	18
S2	C003	69	16.3	16
S2	C003	70	15.5	15
S2	C003	71	15.6	17
S2	C003	72	15.9	16
S2	C003	73	15.7	15
S2	C003	74	17	16.5
S2	C003	75	15.5	17
S2	C003	76	15.3	16.5
S2	C003	77	15.5	11.5
S2	C003	78	14.7	15
S2	C003	79	14	17
S2	C003	80	17.6	17
S2	C003	81	15.4	16
S2	C003	82	14.7	17.5
S2	C003	83	13.8	17.5
S2	C003	84	14.8	17.5
S2	C003	85	14.8	16
S2	C003	86	15.3	17
S2	C003	87	15.7	16.5
S2	C003	88	12.3	17
S2	C003	89	15.7	16.5
S2	C003	90	14.5	16
S2	C004	61	15	16.5
S2	C004	62	15.6	17.5
S2	C004	63	12.1	16.5
S2	C004	64	16.7	17
S2	C004	65	NA	NA
S2	C004	66	17	15
S2	C004	67	15.2	14.5
S2	C004	68	16.1	15.5
S2	C004	69	17.7	15
S2	C004	70	16.4	14.5
S2	C004	71	NA	NA
S2	C004	72	11.5	17
S2	C004	73	16.6	15
S2	C004	74	13.3	17
S2	C004	75	14.3	15.5
S2	C004	76	14.2	13.5
S2	C004	77	NA	NA
S2	C004	78	12.6	14.5
S2	C004	79	16	13.5
S2	C004	80	15.4	16
S2	C004	81	16.8	16
S2	C004	82	NA	NA
S2	C004	83	15	17
S2	C004	84	14.4	17
S2	C004	85	14.5	15.5
S2	C004	86	NA	NA
S2	C004	87	15.9	16
S2	C004	88	14.5	17
S2	C004	89	15.8	15
S2	C004	90	14.8	15.5
S2	C005	61	9.3	17
S2	C005	62	NA	NA
S2	C005	63	NA	NA
S2	C005	64	NA	NA
S2	C005	65	8.9	16.5
S2	C005	66	NA	NA
S2	C005	67	13.4	17
S2	C005	68	14.3	17.5
S2	C005	69	9.4	16.5
S2	C005	70	11.5	18
S2	C005	71	NA	NA
S2	C005	72	9.1	16
S2	C005	73	13.5	15
S2	C005	74	7.2	17
S2	C005	75	8.6	16
S2	C005	76	10.7	17.5
S2	C005	77	11.3	16.5
S2	C005	78	8.9	17
S2	C005	79	7.1	16.5
S2	C005	80	7.4	17.5
S2	C005	81	9.9	16.5
S2	C005	82	8.6	17.5
S2	C005	83	13.8	16
S2	C005	84	12.4	16.5
S2	C005	85	10.5	16.5
S2	C005	86	12.1	15.5
S2	C005	87	11.5	16
S2	C005	88	11	17.5
S2	C005	89	NA	NA
S2	C005	90	10.9	16.5
S2	C006	61	5.8	14.5
S2	C006	62	13.2	18
S2	C006	63	13.4	19
S2	C006	64	11.3	17
S2	C006	65	12.4	18.5
S2	C006	66	11.8	17
S2	C006	67	12.7	18.5
S2	C006	68	10.8	17.5
S2	C006	69	11.3	15.5
S2	C006	70	12.7	16
S2	C006	71	13.3	17.5
S2	C006	72	10.5	17.5
S2	C006	73	13.4	18.5
S2	C006	74	13.3	18
S2	C006	75	5.9	13
S2	C006	76	4.9	14.5
S2	C006	77	14.1	15.5
S2	C006	78	9.4	16
S2	C006	79	8.7	15.5
S2	C006	80	5.7	14.5
S2	C006	81	7	18
S2	C006	82	9.7	17
S2	C006	83	11.3	15
S2	C006	84	10.7	14
S2	C006	85	11.3	16.5
S2	C006	86	13.2	17.5
S2	C006	87	12.1	18.5
S2	C006	88	10.9	18.5
S2	C006	89	13.1	18
S2	C006	90	8.9	16
S2	C007	61	NA	NA
S2	C007	62	10.5	20
S2	C007	63	13.1	20
S2	C007	64	12.9	20
S2	C007	65	11.8	20
S2	C007	66	13.5	21
S2	C007	67	12.6	20
S2	C007	68	11.1	18
S2	C007	69	11	20
S2	C007	70	9.9	19
S2	C007	71	12	19
S2	C007	72	14	20
S2	C007	73	13.5	21
S2	C007	74	13.3	21
S2	C007	75	12.1	18
S2	C007	76	12.7	21
S2	C007	77	13.6	20
S2	C007	78	11.9	17
S2	C007	79	10.1	21
S2	C007	80	11.4	21
S2	C007	81	12.5	20
S2	C007	82	9.7	21
S2	C007	83	12.5	20
S2	C007	84	12.8	20
S2	C007	85	9.5	17
S2	C007	86	10.7	20
S2	C007	87	11.3	20
S2	C007	88	11.1	19
S2	C007	89	11.1	19
S2	C007	90	11	19
S2	C008	61	NA	NA
S2	C008	62	10.1	19
S2	C008	63	12	18
S2	C008	64	11.6	21
S2	C008	65	13	19
S2	C008	66	8.7	20
S2	C008	67	12.1	19
S2	C008	68	13.1	16
S2	C008	69	13.3	19
S2	C008	70	10.6	18
S2	C008	71	11.8	18
S2	C008	72	9.2	19
S2	C008	73	11.3	18
S2	C008	74	12.5	18
S2	C008	75	10.5	19
S2	C008	76	11.8	17
S2	C008	77	11.3	19
S2	C008	78	11.5	18
S2	C008	79	11.5	18
S2	C008	80	10.3	17
S2	C008	81	11.5	19
S2	C008	82	12.9	17
S2	C008	83	13.3	17
S2	C008	84	12	17
S2	C008	85	11.4	18
S2	C008	86	9.5	17
S2	C008	87	12.6	19
S2	C008	88	13.2	18
S2	C008	89	10.8	18
S2	C008	90	11.9	18
S2	C009	61	13.3	25
S2	C009	62	14.9	26
S2	C009	63	16.3	23
S2	C009	64	13.1	24
S2	C009	65	13.4	25
S2	C009	66	10.4	23
S2	C009	67	8.2	21
S2	C009	68	14.3	25
S2	C009	69	11.7	24
S2	C009	70	13.3	24
S2	C009	71	11.9	22
S2	C009	72	13.5	23
S2	C009	73	18	21
S2	C009	74	13.6	23
S2	C009	75	NA	NA
S2	C009	76	15.2	23
S2	C009	77	13.5	24
S2	C009	78	13.4	25
S2	C009	79	15.3	21
S2	C009	80	14.2	23
S2	C009	81	8.1	24
S2	C009	82	NA	NA
S2	C009	83	12.1	25
S2	C009	84	10.3	23
S2	C009	85	13.6	25
S2	C009	86	13.3	25
S2	C009	87	14.3	24
S2	C009	88	15	23
S2	C009	89	13.5	24
S2	C009	90	13.4	24
S2	C010	61	14.3	21
S2	C010	62	14.1	22
S2	C010	63	18.4	20
S2	C010	64	16.1	20
S2	C010	65	14.1	20
S2	C010	66	16	20
S2	C010	67	15.9	19
S2	C010	68	14.1	20
S2	C010	69	14.9	21
S2	C010	70	13.8	18
S2	C010	71	16	20
S2	C010	72	11.2	21
S2	C010	73	12.6	20
S2	C010	74	NA	NA
S2	C010	75	16.6	20
S2	C010	76	15.1	19
S2	C010	77	NA	NA
S2	C010	78	15.3	19
S2	C010	79	16.4	19
S2	C010	80	14.7	21
S2	C010	81	14.4	21
S2	C010	82	16.6	20
S2	C010	83	14.5	21
S2	C010	84	12.7	20
S2	C010	85	14.4	21
S2	C010	86	11.5	20
S2	C010	87	16.6	20
S2	C010	88	14.9	22
S2	C010	89	11.9	22
S2	C010	90	15.2	19
S2	C011	61	10.8	19
S2	C011	62	15.9	20
S2	C011	63	16.9	18
S2	C011	64	14.5	21
S2	C011	65	16.5	20
S2	C011	66	16.4	21
S2	C011	67	14.8	23
S2	C011	68	16.6	18
S2	C011	69	13.4	23
S2	C011	70	9.5	17
S2	C011	71	12.7	19
S2	C011	72	13.4	21
S2	C011	73	16.4	21
S2	C011	74	15.5	21
S2	C011	75	11.6	22
S2	C011	76	16.3	19
S2	C011	77	14.8	18
S2	C011	78	14.8	19
S2	C011	79	13.2	20
S2	C011	80	15.1	21
S2	C011	81	15.7	17
S2	C011	82	14.5	22
S2	C011	83	14.8	20
S2	C011	84	15.8	19
S2	C011	85	17.3	19
S2	C011	86	12.3	20
S2	C011	87	15.5	18
S2	C011	88	15.6	20
S2	C011	89	15.3	18
S2	C011	90	10.7	21
S2	C012	61	13	21
S2	C012	62	12	20
S2	C012	63	10.3	20
S2	C012	64	13.6	20
S2	C012	65	13.6	18
S2	C012	66	10.6	17
S2	C012	67	NA	NA
S2	C012	68	13.1	17
S2	C012	69	12.5	19
S2	C012	70	13.2	18
S2	C012	71	14.6	19
S2	C012	72	14.6	19
S2	C012	73	15.5	18
S2	C012	74	15.2	19
S2	C012	75	14.8	18
S2	C012	76	13.4	19
S2	C012	77	14.3	18
S2	C012	78	11.7	21
S2	C012	79	11.8	19
S2	C012	80	13.8	19
S2	C012	81	12.6	17
S2	C012	82	12.5	19
S2	C012	83	12.7	19
S2	C012	84	15.1	18
S2	C012	85	11.1	18
S2	C012	86	11.6	18
S2	C012	87	12.8	19
S2	C012	88	11.8	20
S2	C012	89	10.4	19
S2	C012	90	13.7	17
S2	C013	61	14.3	16
S2	C013	62	12.4	19
S2	C013	63	10.4	20
S2	C013	64	14	18.5
S2	C013	65	8.9	20
S2	C013	66	12.4	18
S2	C013	67	11	19.5
S2	C013	68	15.5	17
S2	C013	69	12.7	17
S2	C013	70	13.1	18
S2	C013	71	16.6	17.5
S2	C013	72	11.5	17.5
S2	C013	73	11.9	17.5
S2	C013	74	14	19
S2	C013	75	13.4	16
S2	C013	76	8.6	18
S2	C013	77	NA	NA
S2	C013	78	5.9	18
S2	C013	79	NA	NA
S2	C013	80	9.3	18.5
S2	C013	81	NA	NA
S2	C013	82	10.9	19
S2	C013	83	13	17
S2	C013	84	13.6	16.5
S2	C013	85	10.9	17.5
S2	C013	86	14.2	19
S2	C013	87	13.1	20
S2	C013	88	NA	NA
S2	C013	89	NA	NA
S2	C013	90	7.4	21
S2	C014	61	13.2	19
S2	C014	62	14.6	19
S2	C014	63	12.7	20
S2	C014	64	NA	NA
S2	C014	65	15.3	18
S2	C014	66	12.4	20
S2	C014	67	13.4	20
S2	C014	68	12.7	19
S2	C014	69	12.7	19
S2	C014	70	13.5	18
S2	C014	71	14.5	18
S2	C014	72	10.4	17
S2	C014	73	15.4	19
S2	C014	74	12	20
S2	C014	75	11.1	19
S2	C014	76	11.9	18
S2	C014	77	10.5	18
S2	C014	78	12.9	17
S2	C014	79	12.4	19
S2	C014	80	12.4	19
S2	C014	81	12.8	19
S2	C014	82	14.5	17
S2	C014	83	13.2	18
S2	C014	84	15.3	17
S2	C014	85	14.5	14
S2	C014	86	13.2	18
S2	C014	87	14.6	16
S2	C014	88	15	18
S2	C014	89	15	17
S2	C014	90	13.4	18
S2	C015	61	NA	NA
S2	C015	62	13.9	16
S2	C015	63	14	14.5
S2	C015	64	14.6	15
S2	C015	65	13.5	17
S2	C015	66	12.7	15.5
S2	C015	67	13.9	16
S2	C015	68	13.4	16
S2	C015	69	11.3	17.5
S2	C015	70	10.8	17.5
S2	C015	71	9.5	17.5
S2	C015	72	14.4	13.5
S2	C015	73	13	15.5
S2	C015	74	NA	NA
S2	C015	75	10.3	17
S2	C015	76	10.7	16
S2	C015	77	9.4	19.5
S2	C015	78	9.1	20
S2	C015	79	6.4	16
S2	C015	80	8.9	19
S2	C015	81	6.5	13.5
S2	C015	82	9.5	17.5
S2	C015	83	14.2	16
S2	C015	84	12.7	15.5
S2	C015	85	11.3	18.5
S2	C015	86	12.9	16.5
S2	C015	87	13.9	15
S2	C015	88	10.7	17
S2	C015	89	14.3	15
S2	C015	90	5.1	20
S2	C016	61	13.7	19.5
S2	C016	62	15.7	16.5
S2	C016	63	15.3	16.5
S2	C016	64	12.6	18
S2	C016	65	14.9	17
S2	C016	66	12.9	17
S2	C016	67	13	19
S2	C016	68	13.5	18.5
S2	C016	69	11.7	20
S2	C016	70	11.8	17
S2	C016	71	13.1	20.5
S2	C016	72	13.1	17
S2	C016	73	10.7	18.5
S2	C016	74	NA	NA
S2	C016	75	14	15.5
S2	C016	76	13.6	15.5
S2	C016	77	13.8	15
S2	C016	78	13.9	13.5
S2	C016	79	12.5	18
S2	C016	80	9.7	12
S2	C016	81	14.8	17
S2	C016	82	9.1	22
S2	C016	83	10.2	15
S2	C016	84	NA	NA
S2	C016	85	14.9	15.5
S2	C016	86	14.1	16.5
S2	C016	87	13.4	18.5
S2	C016	88	14.9	18
S2	C016	89	14.1	17.5
S2	C016	90	12.1	18
S2	C017	61	14.6	21
S2	C017	62	15.8	21
S2	C017	63	10.7	23
S2	C017	64	13.1	24
S2	C017	65	10	20
S2	C017	66	13.5	22
S2	C017	67	14.5	21
S2	C017	68	13.1	21
S2	C017	69	13.8	21
S2	C017	70	10.7	23
S2	C017	71	12.6	19
S2	C017	72	10.9	23
S2	C017	73	13.6	24
S2	C017	74	11.7	23
S2	C017	75	15.9	21
S2	C017	76	15.3	20
S2	C017	77	14.8	24
S2	C017	78	13.3	24
S2	C017	79	15.6	23
S2	C017	80	12.4	22
S2	C017	81	15.2	21
S2	C017	82	13	23
S2	C017	83	12.5	22
S2	C017	84	11.5	22
S2	C017	85	13.7	21
S2	C017	86	11.4	22
S2	C017	87	12.5	19
S2	C017	88	12.4	22
S2	C017	89	11.5	20
S2	C017	90	11.6	22
S2	C018	61	13	20
S2	C018	62	12.4	22
S2	C018	63	16.6	18
S2	C018	64	16.2	20
S2	C018	65	16.2	18
S2	C018	66	17.7	18
S2	C018	67	15.4	20
S2	C018	68	15.3	19
S2	C018	69	15.3	21
S2	C018	70	15.4	17
S2	C018	71	16.3	18
S2	C018	72	16.1	19
S2	C018	73	16.4	19
S2	C018	74	17.1	18
S2	C018	75	15.8	16
S2	C018	76	NA	NA
S2	C018	77	16.7	19
S2	C018	78	NA	NA
S2	C018	79	16.2	18
S2	C018	80	16.4	19
S2	C018	81	13	21
S2	C018	82	16	19
S2	C018	83	NA	NA
S2	C018	84	17.4	19
S2	C018	85	13	20
S2	C018	86	16.7	19
S2	C018	87	14.1	18
S2	C018	88	15	20
S2	C018	89	15.9	19
S2	C018	90	13.2	20
S2	C019	61	13.4	22
S2	C019	62	13.8	24
S2	C019	63	11.3	26
S2	C019	64	12.1	25
S2	C019	65	9.3	23
S2	C019	66	15.6	22
S2	C019	67	13.3	20
S2	C019	68	12.9	23
S2	C019	69	14.5	23
S2	C019	70	10.4	22
S2	C019	71	14.9	19
S2	C019	72	14	18
S2	C019	73	12.8	23
S2	C019	74	12.4	24
S2	C019	75	11.9	26
S2	C019	76	11.1	23
S2	C019	77	12.9	22
S2	C019	78	14.1	25
S2	C019	79	12.5	22
S2	C019	80	11.1	23
S2	C019	81	12.8	23
S2	C019	82	12.5	23
S2	C019	83	14.1	23
S2	C019	84	14.3	25
S2	C019	85	11.7	23
S2	C019	86	14.6	24
S2	C019	87	14.1	24
S2	C019	88	11.9	24
S2	C019	89	13.4	22
S2	C019	90	12.3	22
S2	C020	61	13.1	22
S2	C020	62	10.7	21
S2	C020	63	12.3	24
S2	C020	64	13.8	20
S2	C020	65	10.7	19
S2	C020	66	13.6	24
S2	C020	67	13.5	23
S2	C020	68	13.9	17
S2	C020	69	12.4	20
S2	C020	70	11.1	20
S2	C020	71	NA	NA
S2	C020	72	12.6	22
S2	C020	73	13.1	23
S2	C020	74	11.5	22
S2	C020	75	13.2	23
S2	C020	76	13.9	20
S2	C020	77	14.3	22
S2	C020	78	14.3	22
S2	C020	79	11.3	23
S2	C020	80	10.2	22
S2	C020	81	14.3	21
S2	C020	82	13.8	24
S2	C020	83	NA	NA
S2	C020	84	11.6	21
S2	C020	85	11.9	22
S2	C020	86	9.1	20
S2	C020	87	10.8	23
S2	C020	88	11.1	21
S2	C020	89	7.3	22
S2	C020	90	11.1	20
S2	C021	61	11.8	18
S2	C021	62	15.4	19
S2	C021	63	13.8	19
S2	C021	64	13	20
S2	C021	65	12.3	18
S2	C021	66	14.5	19
S2	C021	67	12.5	18
S2	C021	68	13.9	19
S2	C021	69	13.4	18
S2	C021	70	12.8	19
S2	C021	71	8.8	17
S2	C021	72	14.7	19
S2	C021	73	9.8	19
S2	C021	74	12.4	19
S2	C021	75	13.8	18
S2	C021	76	13.1	17
S2	C021	77	14.9	17
S2	C021	78	13.2	19
S2	C021	79	NA	NA
S2	C021	80	13.5	18
S2	C021	81	13.6	18
S2	C021	82	17.3	17
S2	C021	83	13.9	19
S2	C021	84	16.1	19
S2	C021	85	12.9	18
S2	C021	86	12.2	20
S2	C021	87	12.4	18
S2	C021	88	8.5	18
S2	C021	89	8.8	18
S2	C021	90	10.5	17
S2	C022	61	12.1	17.5
S2	C022	62	14.3	17.5
S2	C022	63	15	15.5
S2	C022	64	14.2	18.5
S2	C022	65	12.3	17
S2	C022	66	NA	NA
S2	C022	67	17.5	23.5
S2	C022	68	14.5	14.5
S2	C022	69	14.6	17
S2	C022	70	12.3	18
S2	C022	71	11.8	23.5
S2	C022	72	10.8	19
S2	C022	73	14.6	18
S2	C022	74	8.4	16
S2	C022	75	11.1	19
S2	C022	76	13	15.5
S2	C022	77	13.5	16.5
S2	C022	78	14.4	15.5
S2	C022	79	12.8	15
S2	C022	80	15.1	16.5
S2	C022	81	14.5	16
S2	C022	82	15.2	14
S2	C022	83	10.8	17
S2	C022	84	14.6	17.5
S2	C022	85	13.1	18.5
S2	C022	86	14.7	17
S2	C022	87	16.1	22.5
S2	C022	88	15.7	15.5
S2	C022	89	15.8	22
S2	C022	90	14.9	13.5
S2	C023	61	15.3	23.5
S2	C023	62	13.8	24.5
S2	C023	63	16.9	24.5
S2	C023	64	16.4	25
S2	C023	65	14.4	24
S2	C023	66	16.4	24.5
S2	C023	67	15.8	24.5
S2	C023	68	15.9	24.5
S2	C023	69	14.5	24
S2	C023	70	14.5	24.5
S2	C023	71	14.3	24
S2	C023	72	14.9	23
S2	C023	73	14.6	23.5
S2	C023	74	NA	NA
S2	C023	75	15	21
S2	C023	76	16	20.5
S2	C023	77	13.8	19
S2	C023	78	13	23
S2	C023	79	14.5	20
S2	C023	80	13.1	22
S2	C023	81	14.6	23.5
S2	C023	82	13.4	24
S2	C023	83	15.8	24
S2	C023	84	15.6	22
S2	C023	85	14.9	25
S2	C023	86	15.9	22
S2	C023	87	15.9	23.5
S2	C023	88	15.4	24.5
S2	C023	89	15.6	25
S2	C023	90	8.8	23.5
S2	C024	61	17	18
S2	C024	62	16.7	18
S2	C024	63	17	19
S2	C024	64	15.3	19
S2	C024	65	18.9	19
S2	C024	66	16.7	18
S2	C024	67	16.6	18
S2	C024	68	17.1	18
S2	C024	69	17.5	17
S2	C024	70	16.7	18
S2	C024	71	16.6	18
S2	C024	72	13.8	20
S2	C024	73	16.8	19
S2	C024	74	15.9	19
S2	C024	75	12.3	21
S2	C024	76	16.1	19
